,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,addresses_id,addressable_type,address_type,address,city,state,zip_code,latitude,longitude
10,15,21.0,1782.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2021-04-28 21:40:38.078686,2021-04-28 21:40:43.529132,,5,False,True,5,936.0,3727.0,0.1,,5,662760.0,22538.461538461543,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,6.2172489379008806e-15,6.2172489379008806e-15,,0.0,,119.57548221174454,1870,Order,2,1775 W State St PMB 125,Boise,ID,83702,43.624184,-116.21222
11,15,21.0,1782.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2021-04-28 21:40:38.078686,2021-04-28 21:40:43.529132,,5,False,True,5,936.0,3727.0,0.1,,5,662760.0,22538.461538461543,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,6.2172489379008806e-15,6.2172489379008806e-15,,0.0,,119.57548221174454,5774,ProjectFinancingEstimate,1,1211 Highway 278 East,Amory,MS,38821,33.97517,-88.468666
12,15,21.0,1782.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2021-04-28 21:40:38.078686,2021-04-28 21:40:43.529132,,5,False,True,5,936.0,3727.0,0.1,,5,662760.0,22538.461538461543,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,6.2172489379008806e-15,6.2172489379008806e-15,,0.0,,119.57548221174454,6181,FinancingCreditApp,3,1234 Main,Boise,ID,83702,43.618342999999996,-116.2084
13,15,21.0,1782.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2021-04-28 21:40:38.078686,2021-04-28 21:40:43.529132,,5,False,True,5,936.0,3727.0,0.1,,5,662760.0,22538.461538461543,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,6.2172489379008806e-15,6.2172489379008806e-15,,0.0,,119.57548221174454,6182,FinancingCreditApp,1,1775 W State St. PMB 125,Boise,ID,83702,43.624184,-116.21222
14,15,21.0,1782.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2021-04-28 21:40:38.078686,2021-04-28 21:40:43.529132,,5,False,True,5,936.0,3727.0,0.1,,5,662760.0,22538.461538461543,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,6.2172489379008806e-15,6.2172489379008806e-15,,0.0,,119.57548221174454,27048,Location,1,2400 Huntington Blvd.,Hoffman Estates,IL,60192,42.0682,-88.12274000000001
15,16,7.0,1262.0,7,Acme Grocery Store,2.0,Bakery,,Bartoletti and Sons,2020-03-22 01:28:08.640687,2020-03-22 01:28:10.536768,,5,False,True,1,8.0,2060.0,0.1,,1,760.0,1000.0,1,10.0,10.0,10.0,10.0,100000.0,25.0,100.0,1,1,176.0,326.0,,615.2,1.89,52.99089726918075,58,Project,1,100 Broadway St,Boise,ID,83702,43.610302000000004,-116.1934
16,16,7.0,1262.0,7,Acme Grocery Store,2.0,Bakery,,Bartoletti and Sons,2020-03-22 01:28:08.640687,2020-03-22 01:28:10.536768,,5,False,True,1,8.0,2060.0,0.1,,1,760.0,1000.0,1,10.0,10.0,10.0,10.0,100000.0,25.0,100.0,1,1,176.0,326.0,,615.2,1.89,52.99089726918075,5775,ProjectFinancingEstimate,1,6451 Highway 15 North,Blue Mountain ,MS,35209,34.651863,-89.02441999999999
17,16,7.0,1262.0,7,Acme Grocery Store,2.0,Bakery,,Bartoletti and Sons,2020-03-22 01:28:08.640687,2020-03-22 01:28:10.536768,,5,False,True,1,8.0,2060.0,0.1,,1,760.0,1000.0,1,10.0,10.0,10.0,10.0,100000.0,25.0,100.0,1,1,176.0,326.0,,615.2,1.89,52.99089726918075,6231,FinancingCreditApp,3,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
18,16,7.0,1262.0,7,Acme Grocery Store,2.0,Bakery,,Bartoletti and Sons,2020-03-22 01:28:08.640687,2020-03-22 01:28:10.536768,,5,False,True,1,8.0,2060.0,0.1,,1,760.0,1000.0,1,10.0,10.0,10.0,10.0,100000.0,25.0,100.0,1,1,176.0,326.0,,615.2,1.89,52.99089726918075,6232,FinancingCreditApp,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
19,22,3.0,1242.0,25,Test 1,1.0,Auto Related,2214.0,Renner Inc,2020-03-22 05:34:38.049337,2020-03-22 05:34:40.111129,2.0,5,False,True,1,6.0,1000.0,0.1,,1,2380.0,1000.0,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,2000.0,1595.93625669164,,3740.0,,42.672092424910154,66,Company,1,9690 S 300 W,Sandy,UT,84070,40.575596000000004,-111.90272
20,22,3.0,1242.0,25,Test 1,1.0,Auto Related,2214.0,Renner Inc,2020-03-22 05:34:38.049337,2020-03-22 05:34:40.111129,2.0,5,False,True,1,6.0,1000.0,0.1,,1,2380.0,1000.0,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,2000.0,1595.93625669164,,3740.0,,42.672092424910154,1972,Order,4,C/O Hi-Tech Electric,Garden City,ID,83714,43.732673999999996,-116.28843
21,22,3.0,1242.0,25,Test 1,1.0,Auto Related,2214.0,Renner Inc,2020-03-22 05:34:38.049337,2020-03-22 05:34:40.111129,2.0,5,False,True,1,6.0,1000.0,0.1,,1,2380.0,1000.0,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,2000.0,1595.93625669164,,3740.0,,42.672092424910154,5834,ProjectFinancingEstimate,1,21433 SW Oregon Street,Sherwood,OR,97140,45.364979999999996,-122.82132
22,22,3.0,1242.0,25,Test 1,1.0,Auto Related,2214.0,Renner Inc,2020-03-22 05:34:38.049337,2020-03-22 05:34:40.111129,2.0,5,False,True,1,6.0,1000.0,0.1,,1,2380.0,1000.0,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,2000.0,1595.93625669164,,3740.0,,42.672092424910154,6542,FinancingCreditApp,3,4540 COMMERCE ST,EUGENE,OR,97402,44.046040000000005,-123.16646599999999
23,22,3.0,1242.0,25,Test 1,1.0,Auto Related,2214.0,Renner Inc,2020-03-22 05:34:38.049337,2020-03-22 05:34:40.111129,2.0,5,False,True,1,6.0,1000.0,0.1,,1,2380.0,1000.0,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,2000.0,1595.93625669164,,3740.0,,42.672092424910154,6543,FinancingCreditApp,1,4540 COMMERCE ST,EUGENE,OR,97402,44.046040000000005,-123.16646599999999
24,23,5.0,1245.0,26,Eastern-Idaho Technical College,56.0,Schools (Technical/Vocational),2238.0,Toy LLC,2020-03-22 05:33:11.8524,2020-03-22 05:33:44.429927,2.0,5,False,True,5,1400.0,3847.142857142857,0.05,,5,410900.0,23600.0,5,70564.0,70564.0,3844.0,0.0,0.0,0.0,0.0,30,30,33378.165,33378.165,,216562.11424,,15.41274433764043,1976,Order,4,C/O Hi-Tech Electric,Garden City,ID,83714,43.732673999999996,-116.28843
25,23,5.0,1245.0,26,Eastern-Idaho Technical College,56.0,Schools (Technical/Vocational),2238.0,Toy LLC,2020-03-22 05:33:11.8524,2020-03-22 05:33:44.429927,2.0,5,False,True,5,1400.0,3847.142857142857,0.05,,5,410900.0,23600.0,5,70564.0,70564.0,3844.0,0.0,0.0,0.0,0.0,30,30,33378.165,33378.165,,216562.11424,,15.41274433764043,5841,ProjectFinancingEstimate,1,1300 E Smith Street,Warsaw,IN,46580,41.234356,-85.841705
26,23,5.0,1245.0,26,Eastern-Idaho Technical College,56.0,Schools (Technical/Vocational),2238.0,Toy LLC,2020-03-22 05:33:11.8524,2020-03-22 05:33:44.429927,2.0,5,False,True,5,1400.0,3847.142857142857,0.05,,5,410900.0,23600.0,5,70564.0,70564.0,3844.0,0.0,0.0,0.0,0.0,30,30,33378.165,33378.165,,216562.11424,,15.41274433764043,6608,FinancingCreditApp,3,1234 S 3200 W,Salt Lake City,UT,84104,40.742540000000005,-111.96831999999999
27,23,5.0,1245.0,26,Eastern-Idaho Technical College,56.0,Schools (Technical/Vocational),2238.0,Toy LLC,2020-03-22 05:33:11.8524,2020-03-22 05:33:44.429927,2.0,5,False,True,5,1400.0,3847.142857142857,0.05,,5,410900.0,23600.0,5,70564.0,70564.0,3844.0,0.0,0.0,0.0,0.0,30,30,33378.165,33378.165,,216562.11424,,15.41274433764043,6609,FinancingCreditApp,1,1234 S 3200 W,Salt Lake City,UT,84104,40.742540000000005,-111.96831999999999
28,29,11.0,1231.0,33,Amfor,25.0,Industrial - 1 Shift,2249.0,Parisian and Sons,2020-03-22 05:34:51.625164,2020-03-22 05:34:52.880267,2.0,5,False,True,1,1.0,8760.0,0.0645,,1,18.0,24000.0,1,18.0,18.0,18.0,0.0,0.0,0.0,0.0,1,1,183.06648,183.06648,,190.8,,95.94679245283018,102,Project,1,Lagoon,Portland,OR,97217,45.507853999999995,-122.69079599999999
29,29,11.0,1231.0,33,Amfor,25.0,Industrial - 1 Shift,2249.0,Parisian and Sons,2020-03-22 05:34:51.625164,2020-03-22 05:34:52.880267,2.0,5,False,True,1,1.0,8760.0,0.0645,,1,18.0,24000.0,1,18.0,18.0,18.0,0.0,0.0,0.0,0.0,1,1,183.06648,183.06648,,190.8,,95.94679245283018,5903,ProjectFinancingEstimate,1,2300 Southeastern Ave,Indianapolis,IN,46201,39.763386,-86.12342
30,29,11.0,1231.0,33,Amfor,25.0,Industrial - 1 Shift,2249.0,Parisian and Sons,2020-03-22 05:34:51.625164,2020-03-22 05:34:52.880267,2.0,5,False,True,1,1.0,8760.0,0.0645,,1,18.0,24000.0,1,18.0,18.0,18.0,0.0,0.0,0.0,0.0,1,1,183.06648,183.06648,,190.8,,95.94679245283018,7174,FinancingCreditApp,1,2148 Main St,Boise,ID,83706,43.621959999999994,-116.21661
31,30,79.0,1232.0,30,Staubers Goal Crease,59.0,Sports Arena,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:47:07.150133,2020-03-21 19:47:08.194365,2.0,5,False,True,1,1.0,3120.0,0.1,,1,435.0,10000.0,1,36.0,36.0,36.0,185.0,20779200.0,24.038461538461537,6660.0,1,1,2808.0,2808.0,,24351.16446,8.67,11.531276069415533,103,Project,1,7401 Washington Ave. South,Edina,MN,55439,44.868103000000005,-93.39780400000001
32,30,79.0,1232.0,30,Staubers Goal Crease,59.0,Sports Arena,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:47:07.150133,2020-03-21 19:47:08.194365,2.0,5,False,True,1,1.0,3120.0,0.1,,1,435.0,10000.0,1,36.0,36.0,36.0,185.0,20779200.0,24.038461538461537,6660.0,1,1,2808.0,2808.0,,24351.16446,8.67,11.531276069415533,5904,ProjectFinancingEstimate,1,2300 Southeastern Ave,Indianapolis,IN,46201,39.763386,-86.12342
33,30,79.0,1232.0,30,Staubers Goal Crease,59.0,Sports Arena,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:47:07.150133,2020-03-21 19:47:08.194365,2.0,5,False,True,1,1.0,3120.0,0.1,,1,435.0,10000.0,1,36.0,36.0,36.0,185.0,20779200.0,24.038461538461537,6660.0,1,1,2808.0,2808.0,,24351.16446,8.67,11.531276069415533,7381,FinancingCreditApp,1,337 SNEAD DRIVE,FAIRFIELD BAY,AR,72088,35.619377,-92.25001
34,30,79.0,1232.0,30,Staubers Goal Crease,59.0,Sports Arena,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:47:07.150133,2020-03-21 19:47:08.194365,2.0,5,False,True,1,1.0,3120.0,0.1,,1,435.0,10000.0,1,36.0,36.0,36.0,185.0,20779200.0,24.038461538461537,6660.0,1,1,2808.0,2808.0,,24351.16446,8.67,11.531276069415533,93,Company,1,211 Pine St,Pepin,WI,54759,44.441162,-92.14876
35,39,16.0,1240.0,39,Project B-1,,,2239.0,Gerlach Inc,2020-03-19 07:54:28.220768,2020-03-19 07:54:29.641534,2.0,5,False,True,1,4.0,8760.0,0.12,,1,640.0,24000.0,1,3750.0,3750.0,1250.0,0.0,0.0,0.0,0.0,3,3,210240.0,215140.5776,,418750.0,,51.3768543522388,6022,ProjectFinancingEstimate,1,225 S. Wayne Ave Waynesboro,Waynesboro ,VA,22980,38.067642,-78.891754
36,39,16.0,1240.0,39,Project B-1,,,2239.0,Gerlach Inc,2020-03-19 07:54:28.220768,2020-03-19 07:54:29.641534,2.0,5,False,True,1,4.0,8760.0,0.12,,1,640.0,24000.0,1,3750.0,3750.0,1250.0,0.0,0.0,0.0,0.0,3,3,210240.0,215140.5776,,418750.0,,51.3768543522388,11029,FinancingCreditApp,3,2289 S Bonito Way,Meridian,ID,83642,43.584103000000006,-116.35903
37,39,16.0,1240.0,39,Project B-1,,,2239.0,Gerlach Inc,2020-03-19 07:54:28.220768,2020-03-19 07:54:29.641534,2.0,5,False,True,1,4.0,8760.0,0.12,,1,640.0,24000.0,1,3750.0,3750.0,1250.0,0.0,0.0,0.0,0.0,3,3,210240.0,215140.5776,,418750.0,,51.3768543522388,11030,FinancingCreditApp,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
38,39,16.0,1240.0,39,Project B-1,,,2239.0,Gerlach Inc,2020-03-19 07:54:28.220768,2020-03-19 07:54:29.641534,2.0,5,False,True,1,4.0,8760.0,0.12,,1,640.0,24000.0,1,3750.0,3750.0,1250.0,0.0,0.0,0.0,0.0,3,3,210240.0,215140.5776,,418750.0,,51.3768543522388,125,Company,1,100 1st St,Boise,ID,83706,43.6113,-116.19524399999999
39,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,6038,ProjectFinancingEstimate,1,"1400 N. Kellogg Drive, Suite A",Anaheim,CA,92807,33.861908,-117.8057
40,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,17222,Order,4,345 Elm St,Boise,ID,83702,43.60585,-116.18618000000001
41,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,17223,Order,2,123 Main St,Boise,ID,83706,43.611796999999996,-116.19639
42,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,17224,Order,5,"1020 W. Main St, Ste 370",Boise,ID,83702,43.617393,-116.206406
43,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,19655,FinancingCreditApp,3,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
44,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,19656,FinancingCreditApp,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
45,44,19.0,1239.0,7,Acme Retail,52.0,Retail,,Bartoletti and Sons,2020-03-22 01:28:12.701146,2020-03-22 01:28:15.262092,2.0,5,False,True,3,12.0,2040.0,0.1,,3,4716.0,4000.0,3,48.0,48.0,20.0,112.0,1060800.0,73.52941176470588,520.0,5,5,378.42,378.42,,1798.37865,,21.042287173504867,17242,Order,2,123 Main St,Austin,TX,78748,29.687874,-97.10754
46,44,19.0,1239.0,7,Acme Retail,52.0,Retail,,Bartoletti and Sons,2020-03-22 01:28:12.701146,2020-03-22 01:28:15.262092,2.0,5,False,True,3,12.0,2040.0,0.1,,3,4716.0,4000.0,3,48.0,48.0,20.0,112.0,1060800.0,73.52941176470588,520.0,5,5,378.42,378.42,,1798.37865,,21.042287173504867,17243,Order,5,"1020 W. Main St, Ste 370",Boise,ID,83702,43.617393,-116.206406
47,49,22.0,1238.0,45,test ,,,2217.0,Smitham and Sons,2020-03-22 05:34:40.205181,2020-03-22 05:34:41.303118,2.0,5,False,True,1,1.0,8760.0,,,1,458.0,10000.0,1,20.0,20.0,20.0,185.0,32412000.0,8.561643835616437,3700.0,25,25,0.0,0.0,,5600.0,,0.0,178,Company,1,1125 Sanctuary Parkway,Alpharetta,GA,30009,34.048264,-84.31222
48,54,29.0,1367.0,20,YMCA - Idaho Falls,17.0,Exercise Center,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:08:11.388958,2020-03-22 05:08:38.730174,2.0,5,False,True,15,1740.0,3799.5,0.053,,15,2100180.0,19866.666666666668,15,10254.0,22112.0,1019.0,944.5,76431762.0,588.2352941176467,15138.0,70,171,5317.955181000001,5317.955181000001,,12821.559999999998,2.41,41.476662597999024,161,Project,1,155 N Corner St,Idaho Falls,ID,83402,43.488170000000004,-112.03451000000001
49,60,733.0,297.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:42.034685,2021-04-28 19:26:56.02,2.0,5,False,True,34,312000.0,3433.666666666666,0.12,,34,1387200000.0,15538.461538461535,34,2629.0,2851.0,934.0,1391.0,105286960.0,1115.4911841800294,16414.0,92,119,30198.6044,23813.62175099941,5000.0,125596.57856263738,8.07,18.96040642470456,170,Project,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
50,60,1346.0,594.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:20.26921,2021-04-28 19:26:30.693562,2.0,5,False,True,7,312000.0,3433.666666666666,0.12,,7,285600000.0,15538.461538461535,7,79.0,89.0,66.0,147.0,6812220.0,30.660929633532376,1019.5,8,10,30027.00460000002,20866.026124564,,39582.49227692303,,52.715291342907896,170,Project,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
51,60,1687.0,608.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:20.161421,2021-04-28 19:26:30.72613,2.0,5,False,True,22,312000.0,3433.666666666666,0.12,,22,897600000.0,15538.461538461535,22,3586.0,4902.0,831.0,611.0,59444360.0,548.8145416227609,8557.0,65,86,40358.81640000002,29732.606579088944,,48675.37761025644,2.61,61.08346362951267,170,Project,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
52,60,4665.0,4630.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:07.781212,2021-04-28 19:26:20.140034,2.0,5,False,True,22,312000.0,3433.666666666666,0.12,,22,897600000.0,15538.461538461535,22,3586.0,4902.0,831.0,611.0,59444360.0,548.8145416227609,8557.0,65,86,40358.8164,29732.606579088995,,48675.37761025644,2.61,61.08346362951278,170,Project,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
53,60,6359.0,6324.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:06.620541,2021-04-28 19:26:19.311431,2.0,5,False,True,1,312000.0,3433.666666666666,0.12,,1,40800000.0,15538.461538461543,1,231.0,231.0,33.0,24.5,609560.0,4.684931506849315,115.5,7,7,7.278199999999906,4.44710343853076,,2448.6,,0.1816182078955632,170,Project,1,1020 Main St,Boise,ID,83709,43.617065000000004,-116.20591999999999
54,64,26.0,1270.0,49,Mando,,,2336.0,"Medhurst, Erdman and Muller",2020-03-22 05:30:20.81433,2020-03-22 05:30:35.170354,2.0,5,False,True,6,357.0,5509.666666666665,0.0505,,6,595170.0,24000.0,6,63850.0,63850.0,8274.0,0.0,0.0,0.0,0.0,28,28,186303.02844,186303.02844,,438508.54,,42.48561007272516,6108,ProjectFinancingEstimate,1,401 A Street,San Diego,CA,92101,32.719066999999995,-117.16093000000001
55,65,27.0,1271.0,49,Priority Payment Systems,,,2336.0,"Medhurst, Erdman and Muller",2020-03-22 05:30:05.191878,2020-03-22 05:30:20.443819,2.0,5,False,True,5,190.0,2750.0,0.147,,5,43700.0,24800.0,5,65535.0,65535.0,2618.0,0.0,0.0,0.0,0.0,38,38,37249.212,37249.212,,89977.375,,41.398420436248564,6109,ProjectFinancingEstimate,1,401 A Street,San Diego,CA,92101,32.719066999999995,-117.16093000000001
56,68,30.0,1259.0,50,School House Rock,55.0,Schools (Preschool/Elementary),2216.0,Schimmel-Rodriguez,2020-03-22 05:32:29.087015,2020-03-22 05:32:30.21458,2.0,5,False,True,1,2.0,8760.0,0.08,,1,70.0,24000.0,1,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,1,294.336,294.336,,419.376,,70.18427377818473,404,Contact,1,1330 Maryland Avenue Southwest,Washington,DC,20024,38.88361,-77.03045
57,68,30.0,1259.0,50,School House Rock,55.0,Schools (Preschool/Elementary),2216.0,Schimmel-Rodriguez,2020-03-22 05:32:29.087015,2020-03-22 05:32:30.21458,2.0,5,False,True,1,2.0,8760.0,0.08,,1,70.0,24000.0,1,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,1,294.336,294.336,,419.376,,70.18427377818473,6129,ProjectFinancingEstimate,1,2240 Griffin Road ,Lakeland ,FL,33810,28.08012,-81.99148000000001
